lat,lon,crs,total
-16.5,-178.5,b'',0.7042302
-16.5,-177.5,b'',0.70951855
-16.5,-176.5,b'',0.7161262
-16.5,-175.5,b'',0.7251088
-16.5,-174.5,b'',0.7361739
-16.5,-173.5,b'',0.74844664
-16.5,-172.5,b'',0.7595695
-16.5,-171.5,b'',0.7652101
-16.5,-170.5,b'',0.7624227
-16.5,-169.5,b'',0.7508325
-16.5,-168.5,b'',0.7340671
-16.5,-167.5,b'',0.7170516
-16.5,-166.5,b'',0.70175517
-16.5,-165.5,b'',0.68922174
-16.5,-164.5,b'',0.6801206
-16.5,-163.5,b'',0.67360157
-16.5,-162.5,b'',0.6689385
-16.5,-161.5,b'',0.66565096
-16.5,-160.5,b'',0.6627382
-16.5,-159.5,b'',0.6602132
-16.5,-158.5,b'',0.65811944
-16.5,-157.5,b'',0.65633154
-16.5,-156.5,b'',0.6549316
-16.5,-155.5,b'',0.6534631
-16.5,-154.5,b'',0.6521887
-16.5,-153.5,b'',0.65148294
-16.5,-152.5,b'',0.6514576
-16.5,-151.5,b'',0.65120727
-16.5,-150.5,b'',0.64987594
-16.5,-149.5,b'',0.64765716
-16.5,-148.5,b'',0.64439476
-16.5,-147.5,b'',0.6401761
-16.5,-146.5,b'',0.63600093
-16.5,-145.5,b'',0.63273877
-16.5,-144.5,b'',0.6297266
-16.5,-143.5,b'',0.62731427
-16.5,-142.5,b'',0.62573326
-16.5,-141.5,b'',0.62416446
-16.5,-140.5,b'',0.62270796
-16.5,-139.5,b'',0.62145793
-16.5,-138.5,b'',0.6203456
-16.5,-137.5,b'',0.6191516
-16.5,-136.5,b'',0.61790144
-16.5,-135.5,b'',0.6167768
-16.5,-134.5,b'',0.61565197
-16.5,-133.5,b'',0.6149143
-16.5,-132.5,b'',0.6137892
-16.5,-131.5,b'',0.6125392
-16.5,-130.5,b'',0.61173314
-16.5,-129.5,b'',0.61073315
-16.5,-128.5,b'',0.609733
-16.5,-127.5,b'',0.6084708
-16.5,-126.5,b'',0.60752714
-16.5,-125.5,b'',0.60695827
-16.5,-124.5,b'',0.6060017
-16.5,-123.5,b'',0.6053077
-16.5,-122.5,b'',0.6048643
-16.5,-121.5,b'',0.60386425
-16.5,-120.5,b'',0.60305774
-16.5,-119.5,b'',0.602602
-16.5,-118.5,b'',0.6017143
-16.5,-117.5,b'',0.6009513
-16.5,-116.5,b'',0.60024583
-16.5,-115.5,b'',0.59960896
-16.5,-114.5,b'',0.5992216
-16.5,-113.5,b'',0.5986406
-16.5,-112.5,b'',0.5982533
-16.5,-111.5,b'',0.5980723
-16.5,-110.5,b'',0.5977661
-16.5,-109.5,b'',0.59739065
-16.5,-108.5,b'',0.5972093
-16.5,-107.5,b'',0.59727824
-16.5,-106.5,b'',0.5977911
-16.5,-105.5,b'',0.59836006
-16.5,-104.5,b'',0.59862256
-16.5,-103.5,b'',0.59921676
-16.5,-102.5,b'',0.6002418
-16.5,-101.5,b'',0.6011414
-16.5,-100.5,b'',0.6019292
-16.5,-99.5,b'',0.60296774
-16.5,-98.5,b'',0.6039805
-16.5,-97.5,b'',0.60478675
-16.5,-96.5,b'',0.605787
-16.5,-95.5,b'',0.60734355
-16.5,-94.5,b'',0.60901225
-16.5,-93.5,b'',0.6105124
-16.5,-92.5,b'',0.6125251
-16.5,-91.5,b'',0.61477506
-16.5,-90.5,b'',0.616844
-16.5,-89.5,b'',0.6196753
-16.5,-88.5,b'',0.62268764
-16.5,-87.5,b'',0.62521255
-16.5,-86.5,b'',0.62766886
-16.5,-85.5,b'',0.63011235
-16.5,-84.5,b'',0.6326117
-16.5,-83.5,b'',0.6346674
-16.5,-82.5,b'',0.6362232
-16.5,-81.5,b'',0.63733536
-16.5,-80.5,b'',0.63782203
-16.5,-79.5,b'',0.6373645
-16.5,-78.5,b'',0.6353253
-16.5,-77.5,b'',0.63160497
-16.5,-76.5,b'',0.62512267
-16.5,-75.5,b'',0.6138275
-16.5,-74.5,b'',0.59655106
-16.5,-73.5,b'',0.57426476
-16.5,-72.5,b'',
-16.5,-71.5,b'',
-16.5,-70.5,b'',
-16.5,-69.5,b'',
-16.5,-68.5,b'',
-16.5,-67.5,b'',
-16.5,-66.5,b'',
-16.5,-65.5,b'',
-16.5,-64.5,b'',
-16.5,-63.5,b'',
-16.5,-62.5,b'',
-16.5,-61.5,b'',
-16.5,-60.5,b'',
-16.5,-59.5,b'',
-16.5,-58.5,b'',
-16.5,-57.5,b'',
-16.5,-56.5,b'',
-16.5,-55.5,b'',
-16.5,-54.5,b'',
-16.5,-53.5,b'',
-16.5,-52.5,b'',
-16.5,-51.5,b'',
-16.5,-50.5,b'',
-16.5,-49.5,b'',
-16.5,-48.5,b'',
-16.5,-47.5,b'',
-16.5,-46.5,b'',
-16.5,-45.5,b'',
-16.5,-44.5,b'',
-16.5,-43.5,b'',
-16.5,-42.5,b'',
-16.5,-41.5,b'',
-16.5,-40.5,b'',
-16.5,-39.5,b'',
-16.5,-38.5,b'',0.66033304
-16.5,-37.5,b'',0.6775708
-16.5,-36.5,b'',0.6898264
-16.5,-35.5,b'',0.69340724
-16.5,-34.5,b'',0.6927381
-16.5,-33.5,b'',0.69069374
-16.5,-32.5,b'',0.6886495
-16.5,-31.5,b'',0.68766165
-16.5,-30.5,b'',0.68804896
-16.5,-29.5,b'',0.6888112
-16.5,-28.5,b'',0.689686
-16.5,-27.5,b'',0.6907547
-16.5,-26.5,b'',0.69112974
-16.5,-25.5,b'',0.69188005
-16.5,-24.5,b'',0.6927427
-16.5,-23.5,b'',0.6933549
-16.5,-22.5,b'',0.69410485
-16.5,-21.5,b'',0.6946613
-16.5,-20.5,b'',0.6957989
-16.5,-19.5,b'',0.6966864
-16.5,-18.5,b'',0.6973238
-16.5,-17.5,b'',0.69859886
-16.5,-16.5,b'',0.69961166
-16.5,-15.5,b'',0.7003058
-16.5,-14.5,b'',0.70138705
-16.5,-13.5,b'',0.7024558
-16.5,-12.5,b'',0.7035253
-16.5,-11.5,b'',0.70541227
-16.5,-10.5,b'',0.7071058
-16.5,-9.5,b'',0.70805043
-16.5,-8.5,b'',0.70942557
-16.5,-7.5,b'',0.71078825
-16.5,-6.5,b'',0.7121636
-16.5,-5.5,b'',0.71410745
-16.5,-4.5,b'',0.71574557
-16.5,-3.5,b'',0.71739626
-16.5,-2.5,b'',0.7190207
-16.5,-1.5,b'',0.7207705
-16.5,-0.5,b'',0.72303325
-16.5,0.5,b'',0.7248393
-16.5,1.5,b'',0.72622633
-16.5,2.5,b'',0.727808
-16.5,3.5,b'',0.7294329
-16.5,4.5,b'',0.731445
-16.5,5.5,b'',0.73423254
-16.5,6.5,b'',0.7379638
-16.5,7.5,b'',0.7422513
-16.5,8.5,b'',0.74547005
-16.5,9.5,b'',0.7462891
-16.5,10.5,b'',0.7434147
-16.5,11.5,b'',0.7309645
-16.5,12.5,b'',
-16.5,13.5,b'',
-16.5,14.5,b'',
-16.5,15.5,b'',
-16.5,16.5,b'',
-16.5,17.5,b'',
-16.5,18.5,b'',
-16.5,19.5,b'',
-16.5,20.5,b'',
-16.5,21.5,b'',
-16.5,22.5,b'',
-16.5,23.5,b'',
-16.5,24.5,b'',
-16.5,25.5,b'',
-16.5,26.5,b'',
-16.5,27.5,b'',
-16.5,28.5,b'',
-16.5,29.5,b'',
-16.5,30.5,b'',
-16.5,31.5,b'',
-16.5,32.5,b'',
-16.5,33.5,b'',
-16.5,34.5,b'',
-16.5,35.5,b'',
-16.5,36.5,b'',
-16.5,37.5,b'',
-16.5,38.5,b'',
-16.5,39.5,b'',
-16.5,40.5,b'',0.69380385
-16.5,41.5,b'',0.70073426
-16.5,42.5,b'',0.6980632
-16.5,43.5,b'',0.6894663
-16.5,44.5,b'',
-16.5,45.5,b'',
-16.5,46.5,b'',
-16.5,47.5,b'',
-16.5,48.5,b'',
-16.5,49.5,b'',
-16.5,50.5,b'',0.65477616
-16.5,51.5,b'',0.67391455
-16.5,52.5,b'',0.6898493
-16.5,53.5,b'',0.69563854
-16.5,54.5,b'',0.695058
-16.5,55.5,b'',0.69214565
-16.5,56.5,b'',0.6893013
-16.5,57.5,b'',0.68708193
-16.5,58.5,b'',0.6854315
-16.5,59.5,b'',0.6829755
-16.5,60.5,b'',0.6802132
-16.5,61.5,b'',0.6792132
-16.5,62.5,b'',0.6798512
-16.5,63.5,b'',0.6811142
-16.5,64.5,b'',0.6818645
-16.5,65.5,b'',0.6817959
-16.5,66.5,b'',0.6811017
-16.5,67.5,b'',0.68015784
-16.5,68.5,b'',0.679602
-16.5,69.5,b'',0.6791144
-16.5,70.5,b'',0.67841995
-16.5,71.5,b'',0.6774754
-16.5,72.5,b'',0.6766001
-16.5,73.5,b'',0.6755874
-16.5,74.5,b'',0.6748935
-16.5,75.5,b'',0.6745307
-16.5,76.5,b'',0.67404264
-16.5,77.5,b'',0.6738047
-16.5,78.5,b'',0.67364866
-16.5,79.5,b'',0.67350525
-16.5,80.5,b'',0.67265517
-16.5,81.5,b'',0.6717926
-16.5,82.5,b'',0.6717614
-16.5,83.5,b'',0.6720358
-16.5,84.5,b'',0.672629
-16.5,85.5,b'',0.6729852
-16.5,86.5,b'',0.6730783
-16.5,87.5,b'',0.67330915
-16.5,88.5,b'',0.6737217
-16.5,89.5,b'',0.674428
-16.5,90.5,b'',0.6753156
-16.5,91.5,b'',0.67606604
-16.5,92.5,b'',0.67749774
-16.5,93.5,b'',0.6795548
-16.5,94.5,b'',0.6809865
-16.5,95.5,b'',0.6818491
-16.5,96.5,b'',0.6824621
-16.5,97.5,b'',0.68265665
-16.5,98.5,b'',0.6819196
-16.5,99.5,b'',0.68087524
-16.5,100.5,b'',0.6798996
-16.5,101.5,b'',0.67871845
-16.5,102.5,b'',0.677843
-16.5,103.5,b'',0.67735505
-16.5,104.5,b'',0.67724264
-16.5,105.5,b'',0.6771177
-16.5,106.5,b'',0.67660487
-16.5,107.5,b'',0.67678595
-16.5,108.5,b'',0.67760485
-16.5,109.5,b'',0.67854846
-16.5,110.5,b'',0.6799916
-16.5,111.5,b'',0.6816721
-16.5,112.5,b'',0.68303394
-16.5,113.5,b'',0.68396443
-16.5,114.5,b'',0.68482685
-16.5,115.5,b'',0.685883
-16.5,116.5,b'',0.6867828
-16.5,117.5,b'',0.68712676
-16.5,118.5,b'',0.68728995
-16.5,119.5,b'',0.68664694
-16.5,120.5,b'',0.6834096
-16.5,121.5,b'',0.67585975
-16.5,122.5,b'',
-16.5,123.5,b'',
-16.5,124.5,b'',
-16.5,125.5,b'',
-16.5,126.5,b'',
-16.5,127.5,b'',
-16.5,128.5,b'',
-16.5,129.5,b'',
-16.5,130.5,b'',
-16.5,131.5,b'',
-16.5,132.5,b'',
-16.5,133.5,b'',
-16.5,134.5,b'',
-16.5,135.5,b'',
-16.5,136.5,b'',
-16.5,137.5,b'',
-16.5,138.5,b'',0.67406064
-16.5,139.5,b'',
-16.5,140.5,b'',0.6809403
-16.5,141.5,b'',
-16.5,142.5,b'',
-16.5,143.5,b'',
-16.5,144.5,b'',
-16.5,145.5,b'',
-16.5,146.5,b'',0.70156026
-16.5,147.5,b'',0.71371096
-16.5,148.5,b'',0.7224173
-16.5,149.5,b'',0.7256851
-16.5,150.5,b'',0.7255971
-16.5,151.5,b'',0.7243036
-16.5,152.5,b'',0.7223848
-16.5,153.5,b'',0.72038496
-16.5,154.5,b'',0.7182484
-16.5,155.5,b'',0.7155301
-16.5,156.5,b'',0.7125052
-16.5,157.5,b'',0.7097993
-16.5,158.5,b'',0.7072181
-16.5,159.5,b'',0.7052059
-16.5,160.5,b'',0.7038186
-16.5,161.5,b'',0.70233124
-16.5,162.5,b'',0.7003879
-16.5,163.5,b'',0.69736326
-16.5,164.5,b'',0.69353306
-16.5,165.5,b'',0.689384
-16.5,166.5,b'',0.6854276
-16.5,167.5,b'',
-16.5,168.5,b'',0.6823896
-16.5,169.5,b'',0.6840265
-16.5,170.5,b'',0.68683255
-16.5,171.5,b'',0.68996966
-16.5,172.5,b'',0.69258183
-16.5,173.5,b'',0.69443166
-16.5,174.5,b'',0.6951562
-16.5,175.5,b'',0.695131
-16.5,176.5,b'',0.69467485
-16.5,177.5,b'',0.6939557
-16.5,178.5,b'',0.6943741
-16.5,179.5,b'',
-15.5,-179.5,b'',0.70138204
-15.5,-178.5,b'',0.7047266
-15.5,-177.5,b'',0.71070784
-15.5,-176.5,b'',0.71868944
-15.5,-175.5,b'',0.729991
-15.5,-174.5,b'',0.74481815
-15.5,-173.5,b'',0.76235205
-15.5,-172.5,b'',0.77918005
-15.5,-171.5,b'',0.78898215
-15.5,-170.5,b'',0.7864575
-15.5,-169.5,b'',0.7714683
-15.5,-168.5,b'',0.7499279
-15.5,-167.5,b'',0.7280685
-15.5,-166.5,b'',0.7092354
-15.5,-165.5,b'',0.6943596
-15.5,-164.5,b'',0.68337095
-15.5,-163.5,b'',0.67583877
-15.5,-162.5,b'',0.6706511
-15.5,-161.5,b'',0.66703206
-15.5,-160.5,b'',0.6641072
-15.5,-159.5,b'',0.66170734
-15.5,-158.5,b'',0.6598076
-15.5,-157.5,b'',0.65795165
-15.5,-156.5,b'',0.65635765
-15.5,-155.5,b'',0.6552078
-15.5,-154.5,b'',0.6545016
-15.5,-153.5,b'',0.65379506
-15.5,-152.5,b'',0.6532697
-15.5,-151.5,b'',0.6526445
-15.5,-150.5,b'',0.65107554
-15.5,-149.5,b'',0.64867544
-15.5,-148.5,b'',0.6457194
-15.5,-147.5,b'',0.64187604
-15.5,-146.5,b'',0.6378263
-15.5,-145.5,b'',0.634939
-15.5,-144.5,b'',0.63256437
-15.5,-143.5,b'',0.6305398
-15.5,-142.5,b'',0.6290959
-15.5,-141.5,b'',0.62753975
-15.5,-140.5,b'',0.62584597
-15.5,-139.5,b'',0.6245397
-15.5,-138.5,b'',0.62353957
-15.5,-137.5,b'',0.622221
-15.5,-136.5,b'',0.6209836
-15.5,-135.5,b'',0.61999595
-15.5,-134.5,b'',0.6188833
-15.5,-133.5,b'',0.6180771
-15.5,-132.5,b'',0.6170212
-15.5,-131.5,b'',0.61578363
-15.5,-130.5,b'',0.6149771
-15.5,-129.5,b'',0.6142274
-15.5,-128.5,b'',0.6133653
-15.5,-127.5,b'',0.6124341
-15.5,-126.5,b'',0.6113526
-15.5,-125.5,b'',0.6104649
-15.5,-124.5,b'',0.6096466
-15.5,-123.5,b'',0.6088842
-15.5,-122.5,b'',0.60844016
-15.5,-121.5,b'',0.6077467
-15.5,-120.5,b'',0.6067217
-15.5,-119.5,b'',0.6062088
-15.5,-118.5,b'',0.6056531
-15.5,-117.5,b'',0.6049598
-15.5,-116.5,b'',0.604766
-15.5,-115.5,b'',0.6046285
-15.5,-114.5,b'',0.6044224
-15.5,-113.5,b'',0.60422885
-15.5,-112.5,b'',0.6040352
-15.5,-111.5,b'',0.60389745
-15.5,-110.5,b'',0.60377264
-15.5,-109.5,b'',0.60339814
-15.5,-108.5,b'',0.6032044
-15.5,-107.5,b'',0.60352325
-15.5,-106.5,b'',0.6042732
-15.5,-105.5,b'',0.60502326
-15.5,-104.5,b'',0.6054234
-15.5,-103.5,b'',0.6065174
-15.5,-102.5,b'',0.6078615
-15.5,-101.5,b'',0.6087055
-15.5,-100.5,b'',0.6097305
-15.5,-99.5,b'',0.6111989
-15.5,-98.5,b'',0.61265534
-15.5,-97.5,b'',0.614031
-15.5,-96.5,b'',0.6153499
-15.5,-95.5,b'',0.6168496
-15.5,-94.5,b'',0.61858726
-15.5,-93.5,b'',0.62051886
-15.5,-92.5,b'',0.62276894
-15.5,-91.5,b'',0.6248938
-15.5,-90.5,b'',0.6269624
-15.5,-89.5,b'',0.62934935
-15.5,-88.5,b'',0.63179255
-15.5,-87.5,b'',0.6339985
-15.5,-86.5,b'',0.6362607
-15.5,-85.5,b'',0.6383292
-15.5,-84.5,b'',0.6402166
-15.5,-83.5,b'',0.64164764
-15.5,-82.5,b'',0.6423845
-15.5,-81.5,b'',0.6424148
-15.5,-80.5,b'',0.6413199
-15.5,-79.5,b'',0.63815534
-15.5,-78.5,b'',0.63303447
-15.5,-77.5,b'',0.6264261
-15.5,-76.5,b'',0.6169046
-15.5,-75.5,b'',0.6027776
-15.5,-74.5,b'',
-15.5,-73.5,b'',
-15.5,-72.5,b'',
-15.5,-71.5,b'',
-15.5,-70.5,b'',
-15.5,-69.5,b'',
-15.5,-68.5,b'',
-15.5,-67.5,b'',
-15.5,-66.5,b'',
-15.5,-65.5,b'',
-15.5,-64.5,b'',
-15.5,-63.5,b'',
-15.5,-62.5,b'',
-15.5,-61.5,b'',
-15.5,-60.5,b'',
-15.5,-59.5,b'',
-15.5,-58.5,b'',
-15.5,-57.5,b'',
-15.5,-56.5,b'',
-15.5,-55.5,b'',
-15.5,-54.5,b'',
-15.5,-53.5,b'',
-15.5,-52.5,b'',
-15.5,-51.5,b'',
-15.5,-50.5,b'',
-15.5,-49.5,b'',
-15.5,-48.5,b'',
-15.5,-47.5,b'',
-15.5,-46.5,b'',
-15.5,-45.5,b'',
-15.5,-44.5,b'',
-15.5,-43.5,b'',
-15.5,-42.5,b'',
-15.5,-41.5,b'',
-15.5,-40.5,b'',
-15.5,-39.5,b'',
-15.5,-38.5,b'',0.6634145
-15.5,-37.5,b'',0.68038905
-15.5,-36.5,b'',0.6920513
-15.5,-35.5,b'',0.6956204
-15.5,-34.5,b'',0.69424504
-15.5,-33.5,b'',0.69118804
-15.5,-32.5,b'',0.6883251
-15.5,-31.5,b'',0.6869625
-15.5,-30.5,b'',0.6867368
-15.5,-29.5,b'',0.68719304
-15.5,-28.5,b'',0.68820584
-15.5,-27.5,b'',0.6892058
-15.5,-26.5,b'',0.6898875
-15.5,-25.5,b'',0.6905245
-15.5,-24.5,b'',0.69134307
-15.5,-23.5,b'',0.6920247
-15.5,-22.5,b'',0.6929687
-15.5,-21.5,b'',0.6939127
-15.5,-20.5,b'',0.69467473
-15.5,-19.5,b'',0.69536823
-15.5,-18.5,b'',0.6961872
-15.5,-17.5,b'',0.6973246
-15.5,-16.5,b'',0.6986433
-15.5,-15.5,b'',0.6999062
-15.5,-14.5,b'',0.70116895
-15.5,-13.5,b'',0.70261306
-15.5,-12.5,b'',0.7044321
-15.5,-11.5,b'',0.705932
-15.5,-10.5,b'',0.7075697
-15.5,-9.5,b'',0.7093886
-15.5,-8.5,b'',0.7106947
-15.5,-7.5,b'',0.7122072
-15.5,-6.5,b'',0.7139699
-15.5,-5.5,b'',0.7159699
-15.5,-4.5,b'',0.7181762
-15.5,-3.5,b'',0.7201447
-15.5,-2.5,b'',0.72171384
-15.5,-1.5,b'',0.7236018
-15.5,-0.5,b'',0.72580767
-15.5,0.5,b'',0.72736394
-15.5,1.5,b'',0.7285015
-15.5,2.5,b'',0.73022
-15.5,3.5,b'',0.73166376
-15.5,4.5,b'',0.73360765
-15.5,5.5,b'',0.73657656
-15.5,6.5,b'',0.74011385
-15.5,7.5,b'',0.74415106
-15.5,8.5,b'',0.7474387
-15.5,9.5,b'',0.74913317
-15.5,10.5,b'',0.74723375
-15.5,11.5,b'',0.7356602
-15.5,12.5,b'',
-15.5,13.5,b'',
-15.5,14.5,b'',
-15.5,15.5,b'',
-15.5,16.5,b'',
-15.5,17.5,b'',
-15.5,18.5,b'',
-15.5,19.5,b'',
-15.5,20.5,b'',
-15.5,21.5,b'',
-15.5,22.5,b'',
-15.5,23.5,b'',
-15.5,24.5,b'',
-15.5,25.5,b'',
-15.5,26.5,b'',
-15.5,27.5,b'',
-15.5,28.5,b'',
-15.5,29.5,b'',
-15.5,30.5,b'',
-15.5,31.5,b'',
-15.5,32.5,b'',
-15.5,33.5,b'',
-15.5,34.5,b'',
-15.5,35.5,b'',
-15.5,36.5,b'',
-15.5,37.5,b'',
-15.5,38.5,b'',
-15.5,39.5,b'',
-15.5,40.5,b'',
-15.5,41.5,b'',0.6962539
-15.5,42.5,b'',0.7001581
-15.5,43.5,b'',0.6959168
-15.5,44.5,b'',0.68499887
-15.5,45.5,b'',0.6709695
-15.5,46.5,b'',
-15.5,47.5,b'',
-15.5,48.5,b'',
-15.5,49.5,b'',
-15.5,50.5,b'',0.6584408
-15.5,51.5,b'',0.6789541
-15.5,52.5,b'',0.69860536
-15.5,53.5,b'',0.7060308
-15.5,54.5,b'',0.70588064
-15.5,55.5,b'',0.70316195
-15.5,56.5,b'',0.70008093
-15.5,57.5,b'',0.6974309
-15.5,58.5,b'',0.6950305
-15.5,59.5,b'',0.6923362
-15.5,60.5,b'',0.6900867
-15.5,61.5,b'',0.6895873
-15.5,62.5,b'',0.69116914
-15.5,63.5,b'',0.6933762
-15.5,64.5,b'',0.6942072
-15.5,65.5,b'',0.6937755
-15.5,66.5,b'',0.6930821
-15.5,67.5,b'',0.6922197
-15.5,68.5,b'',0.69166315
-15.5,69.5,b'',0.69085664
-15.5,70.5,b'',0.68936884
-15.5,71.5,b'',0.6879939
-15.5,72.5,b'',0.6867438
-15.5,73.5,b'',0.68555
-15.5,74.5,b'',0.6846187
-15.5,75.5,b'',0.68381214
-15.5,76.5,b'',0.6828808
-15.5,77.5,b'',0.6820306
-15.5,78.5,b'',0.6816801
-15.5,79.5,b'',0.6813295
-15.5,80.5,b'',0.68009174
-15.5,81.5,b'',0.6791603
-15.5,82.5,b'',0.6789914
-15.5,83.5,b'',0.6785161
-15.5,84.5,b'',0.6784158
-15.5,85.5,b'',0.67855304
-15.5,86.5,b'',0.67824686
-15.5,87.5,b'',0.6782157
-15.5,88.5,b'',0.67855936
-15.5,89.5,b'',0.6792093
-15.5,90.5,b'',0.68022174
-15.5,91.5,b'',0.68173486
-15.5,92.5,b'',0.68406665
-15.5,93.5,b'',0.6866478
-15.5,94.5,b'',0.6891613
-15.5,95.5,b'',0.6912313
-15.5,96.5,b'',0.6923689
-15.5,97.5,b'',0.6928123
-15.5,98.5,b'',0.6924936
-15.5,99.5,b'',0.69071835
-15.5,100.5,b'',0.68858
-15.5,101.5,b'',0.6870671
-15.5,102.5,b'',0.6855416
-15.5,103.5,b'',0.6844726
-15.5,104.5,b'',0.68429136
-15.5,105.5,b'',0.68429136
-15.5,106.5,b'',0.6838604
-15.5,107.5,b'',0.6839981
-15.5,108.5,b'',0.68494177
-15.5,109.5,b'',0.6856918
-15.5,110.5,b'',0.6863163
-15.5,111.5,b'',0.68680304
-15.5,112.5,b'',0.687165
-15.5,113.5,b'',0.68733346
-15.5,114.5,b'',0.6874327
-15.5,115.5,b'',0.688001
-15.5,116.5,b'',0.6889011
-15.5,117.5,b'',0.6898579
-15.5,118.5,b'',0.69043905
-15.5,119.5,b'',0.69008875
-15.5,120.5,b'',0.6875332
-15.5,121.5,b'',0.6810655
-15.5,122.5,b'',0.6720291
-15.5,123.5,b'',0.6624799
-15.5,124.5,b'',
-15.5,125.5,b'',
-15.5,126.5,b'',
-15.5,127.5,b'',
-15.5,128.5,b'',
-15.5,129.5,b'',
-15.5,130.5,b'',
-15.5,131.5,b'',
-15.5,132.5,b'',
-15.5,133.5,b'',
-15.5,134.5,b'',
-15.5,135.5,b'',
-15.5,136.5,b'',
-15.5,137.5,b'',0.6720982
-15.5,138.5,b'',0.6860859
-15.5,139.5,b'',0.69307935
-15.5,140.5,b'',0.69089735
-15.5,141.5,b'',
-15.5,142.5,b'',
-15.5,143.5,b'',
-15.5,144.5,b'',
-15.5,145.5,b'',0.6854871
-15.5,146.5,b'',0.69848585
-15.5,147.5,b'',0.70992184
-15.5,148.5,b'',0.71822757
-15.5,149.5,b'',0.72084635
-15.5,150.5,b'',0.7203025
-15.5,151.5,b'',0.71893966
-15.5,152.5,b'',0.7174653
-15.5,153.5,b'',0.7160471
-15.5,154.5,b'',0.7149224
-15.5,155.5,b'',0.713217
-15.5,156.5,b'',0.7107738
-15.5,157.5,b'',0.70845526
-15.5,158.5,b'',0.7063058
-15.5,159.5,b'',0.70472467
-15.5,160.5,b'',0.70346224
-15.5,161.5,b'',0.702156
-15.5,162.5,b'',0.7006562
-15.5,163.5,b'',0.6983693
-15.5,164.5,b'',0.6954006
-15.5,165.5,b'',0.69205695
-15.5,166.5,b'',0.68846375
-15.5,167.5,b'',
-15.5,168.5,b'',0.6856206
-15.5,169.5,b'',0.68662053
-15.5,170.5,b'',0.68848205
-15.5,171.5,b'',0.69103795
-15.5,172.5,b'',0.69346935
-15.5,173.5,b'',0.6949565
-15.5,174.5,b'',0.69536287
-15.5,175.5,b'',0.69533795
-15.5,176.5,b'',0.69507563
-15.5,177.5,b'',0.69449484
-15.5,178.5,b'',0.6948703
-15.5,179.5,b'',0.6981883
-14.5,-179.5,b'',0.70430875
-14.5,-178.5,b'',0.70808357
-14.5,-177.5,b'',0.71405226
-14.5,-176.5,b'',0.72246486
-14.5,-175.5,b'',0.73515254
-14.5,-174.5,b'',0.75224066
-14.5,-173.5,b'',0.77301055
-14.5,-172.5,b'',0.79289246
-14.5,-171.5,b'',0.80496806
-14.5,-170.5,b'',0.8023739
-14.5,-169.5,b'',0.7850541
-14.5,-168.5,b'',0.76044714
-14.5,-167.5,b'',0.735384
-14.5,-166.5,b'',0.71447074
-14.5,-165.5,b'',0.6985265
-14.5,-164.5,b'',0.68673295
-14.5,-163.5,b'',0.6785081
-14.5,-162.5,b'',0.6730579
-14.5,-161.5,b'',0.6690515
-14.5,-160.5,b'',0.6660012
-14.5,-159.5,b'',0.6637262
-14.5,-158.5,b'',0.6620637
-14.5,-157.5,b'',0.66065156
-14.5,-156.5,b'',0.65893286
-14.5,-155.5,b'',0.6575888
-14.5,-154.5,b'',0.65675724
-14.5,-153.5,b'',0.65585744
-14.5,-152.5,b'',0.65515125
-14.5,-151.5,b'',0.6540822
-14.5,-150.5,b'',0.6523322
-14.5,-149.5,b'',0.6499448
-14.5,-148.5,b'',0.6469758
-14.5,-147.5,b'',0.64375746
-14.5,-146.5,b'',0.64060813
-14.5,-145.5,b'',0.638096
-14.5,-144.5,b'',0.63615227
-14.5,-143.5,b'',0.6344023
-14.5,-142.5,b'',0.6331526
-14.5,-141.5,b'',0.6319028
-14.5,-140.5,b'',0.6302217
-14.5,-139.5,b'',0.628734
-14.5,-138.5,b'',0.62755257
-14.5,-137.5,b'',0.62662166
-14.5,-136.5,b'',0.6257594
-14.5,-135.5,b'',0.6248409
-14.5,-134.5,b'',0.6236159
-14.5,-133.5,b'',0.62261564
-14.5,-132.5,b'',0.62180936
-14.5,-131.5,b'',0.62064075
-14.5,-130.5,b'',0.6197096
-14.5,-129.5,b'',0.6191533
-14.5,-128.5,b'',0.61827797
-14.5,-127.5,b'',0.61734664
-14.5,-126.5,b'',0.6164033
-14.5,-125.5,b'',0.6153909
-14.5,-124.5,b'',0.6148907
-14.5,-123.5,b'',0.61437833
-14.5,-122.5,b'',0.613547
-14.5,-121.5,b'',0.61290926
-14.5,-120.5,b'',0.6122034
-14.5,-119.5,b'',0.611635
-14.5,-118.5,b'',0.61151004
-14.5,-117.5,b'',0.61137265
-14.5,-116.5,b'',0.6113728
-14.5,-115.5,b'',0.6114294
-14.5,-114.5,b'',0.61111045
-14.5,-113.5,b'',0.61080384
-14.5,-112.5,b'',0.6109166
-14.5,-111.5,b'',0.6110859
-14.5,-110.5,b'',0.6110859
-14.5,-109.5,b'',0.6110859
-14.5,-108.5,b'',0.6112675
-14.5,-107.5,b'',0.6119052
-14.5,-106.5,b'',0.6125301
-14.5,-105.5,b'',0.612961
-14.5,-104.5,b'',0.6135424
-14.5,-103.5,b'',0.614761
-14.5,-102.5,b'',0.6162296
-14.5,-101.5,b'',0.6173922
-14.5,-100.5,b'',0.61873627
-14.5,-99.5,b'',0.6201929
-14.5,-98.5,b'',0.62170523
-14.5,-97.5,b'',0.6235801
-14.5,-96.5,b'',0.6248988
-14.5,-95.5,b'',0.6260799
